Point X,Point Y,Point Z,Heading,Type,Move
559.567,658.833,0,1.51502,2,1
567.98,708.011,0,1.28774,2,1
587.256,754.029,0,1.06047,2,1
590.08,758.925,0,1.03478,2,1
590.08,758.925,0,1.03478,2,1
615.616,801.912,0,1.03478,2,1
641.152,844.9,0,1.03478,2,1
666.687,887.887,0,1.03478,2,1
692.223,930.875,0,1.03478,2,1
717.759,973.862,0,1.03478,2,1
731.529,997.043,0,1.03478,2,1
731.529,997.043,0,1.03478,2,1
761.709,1036.77,0,0.807509,2,1
800.065,1068.68,0,0.580236,2,1
831.192,1085.67,0,0.418879,2,1
831.192,1085.67,0,0.418879,2,1
968.224,1146.68,0,0.418879,4,1
10751.4,5502.41,0,0.418879,1,1
11025.4,5624.43,0,0.418879,5,1
11068.4,5649.76,0,0.646152,2,1
11104.6,5684.12,0,0.873424,2,1
11132.1,5725.75,0,1.1007,2,1
11149.5,5772.51,0,1.32797,2,1
11155.9,5821.99,0,1.55524,2,1
11151,5871.64,0,1.78252,2,1
11135.1,5918.91,0,2.00979,2,1
11108.9,5961.38,0,2.23706,2,1
11073.8,5996.85,0,2.46433,2,1
11031.6,6023.51,0,2.69161,2,1
10984.5,6039.97,0,2.91888,2,1
10934.9,6045.41,0,3.14615,2,1
10921.7,6044.95,0,3.2062,2,1
10921.7,6044.95,0,3.2062,2,1
10871.8,6041.72,0,3.2062,2,1
10821.9,6038.49,0,3.2062,2,1
10772,6035.27,0,3.2062,2,1
10722.2,6032.04,0,3.2062,2,1
10672.3,6028.81,0,3.2062,2,1
10622.4,6025.58,0,3.2062,2,1
10572.5,6022.35,0,3.2062,2,1
10522.6,6019.13,0,3.2062,2,1
10472.7,6015.9,0,3.2062,2,1
10461.5,6015.17,0,3.2062,2,1
10461.5,6015.17,0,3.2062,2,1
10412.4,6006.33,0,3.43347,2,1
10386.2,5996.61,0,3.56047,2,1
10386.2,5996.61,0,3.56047,2,1
10249.2,5935.6,0,3.56047,4,1
802.703,1729.76,0,3.56047,1,1
528.64,1607.74,0,3.56047,5,1
481.054,1592.75,0,3.3332,2,1
431.313,1588.86,0,3.10593,2,1
381.975,1596.28,0,2.87865,2,1
335.579,1614.63,0,2.65138,2,1
294.51,1642.96,0,2.42411,2,1
285.826,1650.96,0,2.37044,2,1
285.826,1650.96,0,2.37044,2,1
249.97,1685.81,0,2.37044,2,1
214.115,1720.66,0,2.37044,2,1
178.26,1755.5,0,2.37044,2,1
162.237,1771.08,0,2.37044,2,1
162.237,1771.08,0,2.37044,2,1
130.633,1809.68,0,2.14316,2,1
108.54,1854.42,0,1.91589,2,1
97.095,1902.98,0,1.68862,2,1
96.8861,1952.87,0,1.46135,2,1
107.924,2001.53,0,1.23407,2,1
129.642,2046.45,0,1.0068,2,1
160.922,2085.31,0,0.779528,2,1
200.156,2116.14,0,0.552255,2,1
226.088,2129.82,0,0.418879,2,1
226.088,2129.82,0,0.418879,2,1
363.119,2190.83,0,0.418879,4,1
9472.92,6246.78,0,0.418879,1,1
9746.98,6368.8,0,0.418879,5,1
9789.97,6394.13,0,0.646152,2,1
9826.14,6428.49,0,0.873424,2,1
9853.64,6470.12,0,1.1007,2,1
9871.05,6516.88,0,1.32797,2,1
9877.48,6566.35,0,1.55524,2,1
9872.59,6616.01,0,1.78252,2,1
9856.64,6663.28,0,2.00979,2,1
9830.45,6705.75,0,2.23706,2,1
9795.37,6741.22,0,2.46433,2,1
9753.19,6767.88,0,2.69161,2,1
9706.1,6784.34,0,2.91888,2,1
9656.5,6789.77,0,3.14615,2,1
9643.3,6789.32,0,3.2062,2,1
9643.3,6789.32,0,3.2062,2,1
9593.4,6786.09,0,3.2062,2,1
9543.51,6782.86,0,3.2062,2,1
9493.61,6779.63,0,3.2062,2,1
9443.72,6776.41,0,3.2062,2,1
9393.82,6773.18,0,3.2062,2,1
9343.93,6769.95,0,3.2062,2,1
9294.03,6766.72,0,3.2062,2,1
9244.13,6763.49,0,3.2062,2,1
9194.24,6760.27,0,3.2062,2,1
9183.05,6759.54,0,3.2062,2,1
9183.05,6759.54,0,3.2062,2,1
9133.94,6750.7,0,3.43347,2,1
9107.77,6740.98,0,3.56047,2,1
9107.77,6740.98,0,3.56047,2,1
8970.74,6679.97,0,3.56047,4,1
197.599,2773.92,0,3.56047,1,1
-76.4645,2651.9,0,3.56047,5,1
-124.051,2636.9,0,3.3332,2,1
-173.792,2633.02,0,3.10593,2,1
-223.129,2640.44,0,2.87865,2,1
-269.525,2658.79,0,2.65138,2,1
-310.595,2687.12,0,2.42411,2,1
-319.279,2695.11,0,2.37044,2,1
-319.279,2695.11,0,2.37044,2,1
-355.134,2729.96,0,2.37044,2,1
-390.989,2764.81,0,2.37044,2,1
-426.845,2799.66,0,2.37044,2,1
-442.867,2815.23,0,2.37044,2,1
-442.867,2815.23,0,2.37044,2,1
-474.471,2853.84,0,2.14316,2,1
-496.564,2898.57,0,1.91589,2,1
-508.009,2947.13,0,1.68862,2,1
-508.218,2997.02,0,1.46135,2,1
-497.18,3045.68,0,1.23407,2,1
-475.462,3090.6,0,1.0068,2,1
-444.182,3129.47,0,0.779528,2,1
-404.948,3160.29,0,0.552255,2,1
-379.017,3173.97,0,0.418879,2,1
-379.017,3173.97,0,0.418879,2,1
-241.985,3234.98,0,0.418879,4,1
8194.49,6991.14,0,0.418879,1,1
8468.55,7113.16,0,0.418879,5,1
8511.53,7138.5,0,0.646152,2,1
8547.71,7172.86,0,0.873424,2,1
8575.2,7214.49,0,1.1007,2,1
8592.61,7261.25,0,1.32797,2,1
8599.04,7310.72,0,1.55524,2,1
8594.16,7360.38,0,1.78252,2,1
8578.21,7407.65,0,2.00979,2,1
8552.02,7450.12,0,2.23706,2,1
8516.93,7485.59,0,2.46433,2,1
8474.76,7512.24,0,2.69161,2,1
8427.66,7528.71,0,2.91888,2,1
8378.07,7534.14,0,3.14615,2,1
8364.87,7533.69,0,3.2062,2,1
8364.87,7533.69,0,3.2062,2,1
8314.97,7530.46,0,3.2062,2,1
8265.07,7527.23,0,3.2062,2,1
8215.18,7524,0,3.2062,2,1
8165.28,7520.77,0,3.2062,2,1
8115.39,7517.55,0,3.2062,2,1
8065.49,7514.32,0,3.2062,2,1
8015.6,7511.09,0,3.2062,2,1
7965.7,7507.86,0,3.2062,2,1
7915.8,7504.63,0,3.2062,2,1
7904.61,7503.91,0,3.2062,2,1
7904.61,7503.91,0,3.2062,2,1
7855.51,7495.06,0,3.43347,2,1
7829.33,7485.35,0,3.56047,2,1
7829.33,7485.35,0,3.56047,2,1
7692.3,7424.34,0,3.56047,4,1
-407.505,3818.07,0,3.56047,1,1
-681.569,3696.05,0,3.56047,5,1
-729.155,3681.06,0,3.3332,2,1
-778.896,3677.17,0,3.10593,2,1
-828.233,3684.59,0,2.87865,2,1
-874.63,3702.94,0,2.65138,2,1
-915.699,3731.27,0,2.42411,2,1
-924.383,3739.27,0,2.37044,2,1
-924.383,3739.27,0,2.37044,2,1
-960.238,3774.12,0,2.37044,2,1
-996.094,3808.96,0,2.37044,2,1
-1031.95,3843.81,0,2.37044,2,1
-1047.97,3859.38,0,2.37044,2,1
-1047.97,3859.38,0,2.37044,2,1
-1079.58,3897.99,0,2.14316,2,1
-1101.67,3942.72,0,1.91589,2,1
-1113.11,3991.29,0,1.68862,2,1
-1113.32,4041.18,0,1.46135,2,1
-1102.28,4089.83,0,1.23407,2,1
-1080.57,4134.75,0,1.0068,2,1
-1049.29,4173.62,0,0.779528,2,1
-1010.05,4204.44,0,0.552255,2,1
-984.121,4218.13,0,0.418879,2,1
-984.121,4218.13,0,0.418879,2,1
-847.089,4279.14,0,0.418879,4,1
6916.05,7735.51,0,0.418879,1,1
7190.12,7857.53,0,0.418879,5,1
7233.1,7882.86,0,0.646152,2,1
7269.27,7917.23,0,0.873424,2,1
7296.77,7958.86,0,1.1007,2,1
7314.18,8005.61,0,1.32797,2,1
7320.61,8055.09,0,1.55524,2,1
7315.72,8104.74,0,1.78252,2,1
7299.77,8152.02,0,2.00979,2,1
7273.58,8194.48,0,2.23706,2,1
7238.5,8229.96,0,2.46433,2,1
7196.32,8256.61,0,2.69161,2,1
7149.23,8273.08,0,2.91888,2,1
7099.63,8278.51,0,3.14615,2,1
7086.43,8278.05,0,3.2062,2,1
7086.43,8278.05,0,3.2062,2,1
7036.54,8274.83,0,3.2062,2,1
6986.64,8271.6,0,3.2062,2,1
6936.74,8268.37,0,3.2062,2,1
6886.85,8265.14,0,3.2062,2,1
6836.95,8261.91,0,3.2062,2,1
6787.06,8258.69,0,3.2062,2,1
6737.16,8255.46,0,3.2062,2,1
6687.27,8252.23,0,3.2062,2,1
6637.37,8249,0,3.2062,2,1
6626.18,8248.28,0,3.2062,2,1
6626.18,8248.28,0,3.2062,2,1
6577.08,8239.43,0,3.43347,2,1
6550.9,8229.72,0,3.56047,2,1
6550.9,8229.72,0,3.56047,2,1
6413.87,8168.71,0,3.56047,4,1
-1012.61,4862.23,0,3.56047,1,1
-1286.67,4740.2,0,3.56047,5,1
-1334.26,4725.21,0,3.3332,2,1
-1384,4721.32,0,3.10593,2,1
-1433.34,4728.75,0,2.87865,2,1
-1479.73,4747.09,0,2.65138,2,1
-1520.8,4775.42,0,2.42411,2,1
-1554.43,4812.28,0,2.19684,2,1
-1578.89,4855.76,0,1.96956,2,1
-1592.93,4903.64,0,1.74229,2,1
-1595.81,4953.45,0,1.51502,2,1
-1587.4,5002.63,0,1.28774,2,1
-1568.12,5048.65,0,1.06047,2,1
-1538.97,5089.14,0,0.833199,2,1
-1508.85,5116.66,0,0.647477,2,1
-1508.85,5116.66,0,0.647477,2,1
-1468.97,5146.82,0,0.647477,2,1
-1429.09,5176.98,0,0.647477,2,1
-1389.21,5207.13,0,0.647477,2,1
-1349.33,5237.29,0,0.647477,2,1
-1309.45,5267.45,0,0.647477,2,1
-1269.57,5297.61,0,0.647477,2,1
-1229.69,5327.77,0,0.647477,2,1
-1189.81,5357.93,0,0.647477,2,1
-1149.93,5388.09,0,0.647477,2,1
-1110.05,5418.25,0,0.647477,2,1
-1070.17,5448.41,0,0.647477,2,1
-1030.29,5478.56,0,0.647477,2,1
-990.409,5508.72,0,0.647477,2,1
-950.528,5538.88,0,0.647477,2,1
-945.701,5542.53,0,0.647477,2,1
-945.701,5542.53,0,0.647477,2,1
-902.751,5567.92,0,0.420204,2,1
-902.485,5568.04,0,0.418879,2,1
-902.485,5568.04,0,0.418879,2,1
-765.453,5629.05,0,0.418879,4,1
5637.62,8479.88,0,0.418879,1,1
5911.68,8601.9,0,0.418879,5,1
5954.67,8627.23,0,0.646152,2,1
5990.84,8661.6,0,0.873424,2,1
6018.34,8703.23,0,1.1007,2,1
6035.75,8749.98,0,1.32797,2,1
6042.17,8799.46,0,1.55524,2,1
6037.29,8849.11,0,1.78252,2,1
6021.34,8896.39,0,2.00979,2,1
5995.15,8938.85,0,2.23706,2,1
5960.07,8974.33,0,2.46433,2,1
5917.89,9000.98,0,2.69161,2,1
5870.79,9017.45,0,2.91888,2,1
5821.2,9022.88,0,3.14615,2,1
5808,9022.42,0,3.2062,2,1
5808,9022.42,0,3.2062,2,1
5758.1,9019.19,0,3.2062,2,1
5708.21,9015.97,0,3.2062,2,1
5658.31,9012.74,0,3.2062,2,1
5608.41,9009.51,0,3.2062,2,1
5558.52,9006.28,0,3.2062,2,1
5508.62,9003.05,0,3.2062,2,1
5458.73,8999.83,0,3.2062,2,1
5408.83,8996.6,0,3.2062,2,1
5358.94,8993.37,0,3.2062,2,1
5347.74,8992.65,0,3.2062,2,1
5347.74,8992.65,0,3.2062,2,1
5298.64,8983.8,0,3.43347,2,1
5272.47,8974.08,0,3.56047,2,1
5272.47,8974.08,0,3.56047,2,1
5135.43,8913.07,0,3.56047,4,1
446.016,6825.21,0,3.56047,1,1
171.952,6703.19,0,3.56047,5,1
124.366,6688.2,0,3.3332,2,1
74.6249,6684.31,0,3.10593,2,1
25.2875,6691.73,0,2.87865,2,1
-21.109,6710.08,0,2.65138,2,1
-62.1783,6738.41,0,2.42411,2,1
-95.8082,6775.26,0,2.19684,2,1
-120.269,6818.75,0,1.96956,2,1
-134.303,6866.63,0,1.74229,2,1
-137.188,6916.43,0,1.51502,2,1
-128.776,6965.61,0,1.28774,2,1
-109.499,7011.63,0,1.06047,2,1
-80.3492,7052.12,0,0.833199,2,1
-42.8254,7085,0,0.605926,2,1
-22.9813,7097.25,0,0.499884,2,1
-22.9813,7097.25,0,0.499884,2,1
20.9006,7121.22,0,0.499884,2,1
64.7825,7145.18,0,0.499884,2,1
108.664,7169.15,0,0.499884,2,1
152.546,7193.11,0,0.499884,2,1
196.428,7217.08,0,0.499884,2,1
240.31,7241.05,0,0.499884,2,1
284.192,7265.01,0,0.499884,2,1
328.074,7288.98,0,0.499884,2,1
371.956,7312.95,0,0.499884,2,1
415.838,7336.91,0,0.499884,2,1
459.72,7360.88,0,0.499884,2,1
503.602,7384.84,0,0.499884,2,1
547.484,7408.81,0,0.499884,2,1
591.366,7432.78,0,0.499884,2,1
635.247,7456.74,0,0.499884,2,1
679.129,7480.71,0,0.499884,2,1
723.011,7504.68,0,0.499884,2,1
766.893,7528.64,0,0.499884,2,1
810.775,7552.61,0,0.499884,2,1
854.657,7576.57,0,0.499884,2,1
898.539,7600.54,0,0.499884,2,1
942.421,7624.51,0,0.499884,2,1
986.303,7648.47,0,0.499884,2,1
1030.18,7672.44,0,0.499884,2,1
1074.07,7696.4,0,0.499884,2,1
1117.95,7720.37,0,0.499884,2,1
1161.83,7744.34,0,0.499884,2,1
1205.71,7768.3,0,0.499884,2,1
1249.59,7792.27,0,0.499884,2,1
1293.48,7816.24,0,0.499884,2,1
1337.36,7840.2,0,0.499884,2,1
1381.24,7864.17,0,0.499884,2,1
1425.12,7888.13,0,0.499884,2,1
1469,7912.1,0,0.499884,2,1
1512.89,7936.07,0,0.499884,2,1
1556.77,7960.03,0,0.499884,2,1
1600.65,7984,0,0.499884,2,1
1644.53,8007.96,0,0.499884,2,1
1688.41,8031.93,0,0.499884,2,1
1712.42,8045.04,0,0.499884,2,1
1712.42,8045.04,0,0.499884,2,1
1728.39,8052.94,0,0.418879,2,1
1728.39,8052.94,0,0.418879,2,1
1865.42,8113.95,0,0.418879,4,1
4359.19,9224.25,0,0.418879,1,1
4633.25,9346.27,0,0.418879,5,1
4678.99,9360.9,0,0.200136,2,1
4678.99,9360.9,0,0.200136,2,1
4726.45,9376.3,0,0.427408,2,1
4769.22,9401.99,0,0.654681,2,1
4805.09,9436.66,0,0.881954,2,1
4832.24,9478.53,0,1.10923,2,1
4849.25,9525.43,0,1.3365,2,1
4855.25,9574.96,0,1.56377,2,1
4849.94,9624.57,0,1.79104,2,1
4833.59,9671.71,0,2.01832,2,1
4807.04,9713.95,0,2.24559,2,1
4771.66,9749.12,0,2.47286,2,1
4729.25,9775.42,0,2.70014,2,1
4682.02,9791.48,0,2.92741,2,1
4632.38,9796.49,0,3.15468,2,1
4582.89,9790.18,0,3.38195,2,1
4536.09,9772.89,0,3.60923,2,1
4494.39,9745.49,0,3.8365,2,1
4459.94,9709.41,0,4.06377,2,1
4434.5,9666.48,0,4.29104,2,1
4429.71,9654.92,0,4.34793,2,1
4429.71,9654.92,0,4.34793,2,1
4406.75,9610.63,0,4.12066,2,1
4374.41,9572.64,0,3.89339,2,1
4334.33,9542.92,0,3.66611,2,1
4313.64,9532.36,0,3.56047,2,1
4313.64,9532.36,0,3.56047,2,1
4176.61,9471.35,0,3.56047,4,1
2844.79,8878.39,0,3.56047,1,1
2570.73,8756.37,0,3.56047,5,1
2555.79,8749.03,0,3.63611,2,1
2555.79,8749.03,0,3.63611,2,1
2511.79,8725.3,0,3.63611,2,1
2467.78,8701.57,0,3.63611,2,1
2423.77,8677.84,0,3.63611,2,1
2379.76,8654.11,0,3.63611,2,1
2335.75,8630.38,0,3.63611,2,1
2291.74,8606.65,0,3.63611,2,1
2247.73,8582.92,0,3.63611,2,1
2203.72,8559.19,0,3.63611,2,1
2159.71,8535.46,0,3.63611,2,1
2115.7,8511.72,0,3.63611,2,1
2071.69,8487.99,0,3.63611,2,1
2027.68,8464.26,0,3.63611,2,1
1983.67,8440.53,0,3.63611,2,1
1939.66,8416.8,0,3.63611,2,1
1895.65,8393.07,0,3.63611,2,1
1851.64,8369.34,0,3.63611,2,1
1807.63,8345.61,0,3.63611,2,1
1763.62,8321.88,0,3.63611,2,1
1719.61,8298.15,0,3.63611,2,1
1675.6,8274.42,0,3.63611,2,1
1631.59,8250.69,0,3.63611,2,1
1587.58,8226.96,0,3.63611,2,1
1543.57,8203.23,0,3.63611,2,1
1499.56,8179.5,0,3.63611,2,1
1455.55,8155.77,0,3.63611,2,1
1411.54,8132.04,0,3.63611,2,1
1367.53,8108.31,0,3.63611,2,1
1323.52,8084.58,0,3.63611,2,1
1279.51,8060.85,0,3.63611,2,1
1235.5,8037.12,0,3.63611,2,1
1191.49,8013.39,0,3.63611,2,1
1147.48,7989.66,0,3.63611,2,1
1103.47,7965.92,0,3.63611,2,1
1059.46,7942.19,0,3.63611,2,1
1015.45,7918.46,0,3.63611,2,1
971.441,7894.73,0,3.63611,2,1
927.431,7871,0,3.63611,2,1
883.421,7847.27,0,3.63611,2,1
839.411,7823.54,0,3.63611,2,1
795.401,7799.81,0,3.63611,2,1
751.391,7776.08,0,3.63611,2,1
707.382,7752.35,0,3.63611,2,1
692.163,7744.14,0,3.63611,2,1
692.163,7744.14,0,3.63611,2,1
651.216,7715.64,0,3.86338,2,1
617.745,7678.64,0,4.09066,2,1
593.472,7635.05,0,4.31793,2,1
579.644,7587.11,0,4.5452,2,1
576.974,7537.29,0,4.77248,2,1
585.598,7488.15,0,4.99975,2,1
605.073,7442.21,0,5.22702,2,1
634.397,7401.85,0,5.45429,2,1
672.062,7369.13,0,5.68157,2,1
716.131,7345.74,0,5.90884,2,1
764.337,7332.88,0,6.13611,2,1
814.202,7331.21,0,0.0801995,2,1
863.16,7340.82,0,0.307472,2,1
886.059,7349.52,0,0.418879,2,1
886.059,7349.52,0,0.418879,2,1
1023.09,7410.53,0,0.418879,4,1
4678.79,9038.16,0,0.418879,1,1
4952.86,9160.18,0,0.418879,5,1
5000.44,9175.17,0,0.191606,2,1
5028.14,9178.74,0,0.0646048,2,1
5028.14,9178.74,0,0.0646048,2,1
5078.03,9181.97,0,0.0646048,2,1
5127.93,9185.19,0,0.0646048,2,1
5177.82,9188.42,0,0.0646048,2,1
5227.72,9191.65,0,0.0646048,2,1
5277.61,9194.88,0,0.0646048,2,1
5327.51,9198.11,0,0.0646048,2,1
5377.41,9201.33,0,0.0646048,2,1
5427.3,9204.56,0,0.0646048,2,1
5477.2,9207.79,0,0.0646048,2,1
5488.39,9208.51,0,0.0646048,2,1
5488.39,9208.51,0,0.0646048,2,1
5538.22,9206.07,0,6.12052,2,1
5586.22,9192.46,0,5.89324,2,1
5629.92,9168.38,0,5.66597,2,1
5667.07,9135.08,0,5.4387,2,1
5695.76,9094.26,0,5.21143,2,1
5714.52,9048.03,0,4.98415,2,1
5722.37,8998.76,0,4.75688,2,1
5718.93,8948.98,0,4.52961,2,1
5704.35,8901.27,0,4.30234,2,1
5679.4,8858.06,0,4.07506,2,1
5645.36,8821.59,0,3.84779,2,1
5603.97,8793.72,0,3.62052,2,1
5592.07,8787.99,0,3.56047,2,1
5592.07,8787.99,0,3.56047,2,1
5455.04,8726.98,0,3.56047,4,1
-91.2027,6257.63,0,3.56047,1,1
-365.266,6135.61,0,3.56047,5,1
-386.894,6124.51,0,3.67103,2,1
-386.894,6124.51,0,3.67103,2,1
-430.049,6099.26,0,3.67103,2,1
-473.204,6074.01,0,3.67103,2,1
-516.358,6048.76,0,3.67103,2,1
-559.513,6023.51,0,3.67103,2,1
-602.667,5998.25,0,3.67103,2,1
-645.822,5973,0,3.67103,2,1
-688.977,5947.75,0,3.67103,2,1
-732.131,5922.5,0,3.67103,2,1
-775.286,5897.24,0,3.67103,2,1
-818.441,5871.99,0,3.67103,2,1
-861.595,5846.74,0,3.67103,2,1
-904.75,5821.49,0,3.67103,2,1
-947.905,5796.23,0,3.67103,2,1
-991.059,5770.98,0,3.67103,2,1
-1034.21,5745.73,0,3.67103,2,1
-1077.37,5720.48,0,3.67103,2,1
-1120.52,5695.23,0,3.67103,2,1
-1163.68,5669.97,0,3.67103,2,1
-1206.83,5644.72,0,3.67103,2,1
-1249.99,5619.47,0,3.67103,2,1
-1293.14,5594.22,0,3.67103,2,1
-1336.3,5568.96,0,3.67103,2,1
-1379.45,5543.71,0,3.67103,2,1
-1422.61,5518.46,0,3.67103,2,1
-1465.76,5493.21,0,3.67103,2,1
-1508.91,5467.96,0,3.67103,2,1
-1552.07,5442.7,0,3.67103,2,1
-1595.22,5417.45,0,3.67103,2,1
-1638.38,5392.2,0,3.67103,2,1
-1638.54,5392.1,0,3.67103,2,1
-1638.54,5392.1,0,3.67103,2,1
-1678.47,5362.19,0,3.8983,2,1
-1710.63,5324.04,0,4.12557,2,1
-1733.36,5279.63,0,4.35285,2,1
-1745.51,5231.24,0,4.58012,2,1
-1746.44,5181.35,0,4.80739,2,1
-1736.11,5132.54,0,5.03466,2,1
-1715.04,5087.32,0,5.26194,2,1
-1684.32,5048,0,5.48921,2,1
-1645.54,5016.61,0,5.71648,2,1
-1600.68,4994.78,0,5.94375,2,1
-1552.05,4983.61,0,6.17103,2,1
-1502.16,4983.68,0,0.115115,2,1
-1453.57,4994.99,0,0.342387,2,1
-1437.95,5001.24,0,0.418879,2,1
-1437.95,5001.24,0,0.418879,2,1
-1300.92,5062.25,0,0.418879,4,1
5957.23,8293.79,0,0.418879,1,1
6231.29,8415.81,0,0.418879,5,1
6278.88,8430.8,0,0.191606,2,1
6306.57,8434.37,0,0.0646048,2,1
6306.57,8434.37,0,0.0646048,2,1
6356.47,8437.6,0,0.0646048,2,1
6406.36,8440.83,0,0.0646048,2,1
6456.26,8444.05,0,0.0646048,2,1
6506.15,8447.28,0,0.0646048,2,1
6556.05,8450.51,0,0.0646048,2,1
6605.94,8453.74,0,0.0646048,2,1
6655.84,8456.97,0,0.0646048,2,1
6705.74,8460.19,0,0.0646048,2,1
6755.63,8463.42,0,0.0646048,2,1
6766.82,8464.15,0,0.0646048,2,1
6766.82,8464.15,0,0.0646048,2,1
6816.66,8461.7,0,6.12052,2,1
6864.66,8448.09,0,5.89324,2,1
6908.35,8424.01,0,5.66597,2,1
6945.5,8390.71,0,5.4387,2,1
6974.2,8349.89,0,5.21143,2,1
6992.95,8303.66,0,4.98415,2,1
7000.81,8254.39,0,4.75688,2,1
6997.36,8204.62,0,4.52961,2,1
6982.79,8156.9,0,4.30234,2,1
6957.84,8113.69,0,4.07506,2,1
6923.79,8077.22,0,3.84779,2,1
6882.41,8049.36,0,3.62052,2,1
6870.51,8043.62,0,3.56047,2,1
6870.51,8043.62,0,3.56047,2,1
6733.48,7982.61,0,3.56047,4,1
-861.333,4601.19,0,3.56047,1,1
-1135.4,4479.17,0,3.56047,5,1
-1178.38,4453.84,0,3.78774,2,1
-1214.55,4419.47,0,4.01502,2,1
-1242.05,4377.84,0,4.24229,2,1
-1259.46,4331.08,0,4.46956,2,1
-1265.89,4281.61,0,4.69684,2,1
-1261,4231.96,0,4.92411,2,1
-1245.05,4184.68,0,5.15138,2,1
-1218.86,4142.21,0,5.37865,2,1
-1199.25,4120.42,0,5.51203,2,1
-1199.25,4120.42,0,5.51203,2,1
-1163.39,4085.57,0,5.51203,2,1
-1127.54,4050.73,0,5.51203,2,1
-1091.68,4015.88,0,5.51203,2,1
-1075.66,4000.31,0,5.51203,2,1
-1075.66,4000.31,0,5.51203,2,1
-1036.17,3969.81,0,5.7393,2,1
-990.823,3949,0,5.96657,2,1
-941.955,3938.95,0,6.19385,2,1
-892.077,3940.16,0,0.137935,2,1
-843.755,3952.58,0,0.365208,2,1
-832.845,3957.09,0,0.418879,2,1
-832.845,3957.09,0,0.418879,2,1
-695.813,4018.1,0,0.418879,4,1
7235.66,7549.42,0,0.418879,1,1
7509.73,7671.44,0,0.418879,5,1
7557.31,7686.43,0,0.191606,2,1
7585,7690,0,0.0646048,2,1
7585,7690,0,0.0646048,2,1
7634.9,7693.23,0,0.0646048,2,1
7684.8,7696.46,0,0.0646048,2,1
7734.69,7699.69,0,0.0646048,2,1
7784.59,7702.91,0,0.0646048,2,1
7834.48,7706.14,0,0.0646048,2,1
7884.38,7709.37,0,0.0646048,2,1
7934.27,7712.6,0,0.0646048,2,1
7984.17,7715.83,0,0.0646048,2,1
8034.07,7719.05,0,0.0646048,2,1
8045.26,7719.78,0,0.0646048,2,1
8045.26,7719.78,0,0.0646048,2,1
8095.09,7717.33,0,6.12052,2,1
8143.09,7703.72,0,5.89324,2,1
8186.79,7679.65,0,5.66597,2,1
8223.94,7646.34,0,5.4387,2,1
8252.63,7605.52,0,5.21143,2,1
8271.39,7559.29,0,4.98415,2,1
8279.24,7510.02,0,4.75688,2,1
8275.8,7460.25,0,4.52961,2,1
8261.22,7412.53,0,4.30234,2,1
8236.27,7369.33,0,4.07506,2,1
8202.23,7332.85,0,3.84779,2,1
8160.84,7304.99,0,3.62052,2,1
8148.94,7299.26,0,3.56047,2,1
8148.94,7299.26,0,3.56047,2,1
8011.91,7238.25,0,3.56047,4,1
-256.229,3557.03,0,3.56047,1,1
-530.293,3435.01,0,3.56047,5,1
-573.277,3409.68,0,3.78774,2,1
-609.448,3375.32,0,4.01502,2,1
-636.946,3333.69,0,4.24229,2,1
-654.356,3286.93,0,4.46956,2,1
-660.784,3237.45,0,4.69684,2,1
-655.898,3187.8,0,4.92411,2,1
-639.95,3140.53,0,5.15138,2,1
-613.761,3098.06,0,5.37865,2,1
-594.143,3076.27,0,5.51203,2,1
-594.143,3076.27,0,5.51203,2,1
-558.288,3041.42,0,5.51203,2,1
-522.432,3006.57,0,5.51203,2,1
-486.577,2971.72,0,5.51203,2,1
-470.555,2956.15,0,5.51203,2,1
-470.555,2956.15,0,5.51203,2,1
-431.064,2925.66,0,5.7393,2,1
-385.719,2904.85,0,5.96657,2,1
-336.851,2894.79,0,6.19385,2,1
-286.973,2896.01,0,0.137935,2,1
-238.651,2908.42,0,0.365208,2,1
-227.741,2912.94,0,0.418879,2,1
-227.741,2912.94,0,0.418879,2,1
-90.7088,2973.95,0,0.418879,4,1
8514.1,6805.05,0,0.418879,1,1
8788.16,6927.07,0,0.418879,5,1
8835.75,6942.07,0,0.191606,2,1
8863.44,6945.63,0,0.0646048,2,1
8863.44,6945.63,0,0.0646048,2,1
8913.33,6948.86,0,0.0646048,2,1
8963.23,6952.09,0,0.0646048,2,1
9013.13,6955.32,0,0.0646048,2,1
9063.02,6958.55,0,0.0646048,2,1
9112.92,6961.77,0,0.0646048,2,1
9162.81,6965,0,0.0646048,2,1
9212.71,6968.23,0,0.0646048,2,1
9262.6,6971.46,0,0.0646048,2,1
9312.5,6974.69,0,0.0646048,2,1
9323.69,6975.41,0,0.0646048,2,1
9323.69,6975.41,0,0.0646048,2,1
9373.52,6972.96,0,6.12052,2,1
9421.52,6959.35,0,5.89324,2,1
9465.22,6935.28,0,5.66597,2,1
9502.37,6901.97,0,5.4387,2,1
9531.06,6861.16,0,5.21143,2,1
9549.82,6814.92,0,4.98415,2,1
9557.68,6765.65,0,4.75688,2,1
9554.23,6715.88,0,4.52961,2,1
9539.66,6668.16,0,4.30234,2,1
9514.71,6624.96,0,4.07506,2,1
9480.66,6588.48,0,3.84779,2,1
9439.28,6560.62,0,3.62052,2,1
9427.38,6554.89,0,3.56047,2,1
9427.38,6554.89,0,3.56047,2,1
9290.34,6493.88,0,3.56047,4,1
348.875,2512.88,0,3.56047,1,1
74.8116,2390.86,0,3.56047,5,1
